""	"x"
"3220"	"D"
"3221"	"B"
"3222"	"D"
"3223"	"B"
"3224"	"E"
"3225"	"A"
"3226"	"A"
"3227"	"B"
"3228"	"D"
"3229"	"E"
"3230"	"D"
"3231"	"E"
"3232"	"A"
"3233"	"B"
"3234"	"A"
"3235"	"C"
"3236"	"A"
"3237"	"E"
"3238"	"B"
"3239"	"D"
"3240"	"D"
"3241"	"B"
"3242"	"C"
"3243"	"A"
"3244"	"E"
"3245"	"A"
"3246"	"A"
"3247"	"A"
"3248"	"A"
"3249"	"B"
"3250"	"E"
"3251"	"A"
"3252"	"E"
"3253"	"E"
"3254"	"D"
"3255"	"E"
"3256"	"A"
"3257"	"D"
"3258"	"A"
"3259"	"B"
"3260"	"C"
"3261"	"C"
"3262"	"A"
"3263"	"B"
"3264"	"B"
"3265"	"D"
"3266"	"D"
"3267"	"B"
"3268"	"E"
"3269"	"E"
"3270"	"E"
"3271"	"D"
"3272"	"A"
"3273"	"E"
"3274"	"A"
"3275"	"E"
"3276"	"B"
"3277"	"B"
"3278"	"D"
"3279"	"B"
"3280"	"D"
"3281"	"E"
"3282"	"D"
"3283"	"E"
"3284"	"B"
"3285"	"F"
"3286"	"E"
"3287"	"D"
"3288"	"A"
"3289"	"E"
"3290"	"C"
"3291"	"A"
"3292"	"E"
"3293"	"A"
"3294"	"A"
"3295"	"E"
"3296"	"E"
"3297"	"F"
"3298"	"A"
"3299"	"F"
"3300"	"A"
"3301"	"F"
"3302"	"A"
"3303"	"B"
"3304"	"A"
"3305"	"B"
"3306"	"F"
"3307"	"D"
"3308"	"F"
"3309"	"F"
"3310"	"B"
"3311"	"D"
"3312"	"E"
"3313"	"E"
"3314"	"E"
"3315"	"D"
"3316"	"B"
"3317"	"A"
"3318"	"E"
"3319"	"C"
"3320"	"C"
"3321"	"E"
"3322"	"D"
"3323"	"A"
"3324"	"B"
"3325"	"A"
"3326"	"E"
"3327"	"E"
"3328"	"A"
"3329"	"A"
"3330"	"B"
"3331"	"E"
"3332"	"E"
"3333"	"B"
"3334"	"A"
"3335"	"E"
"3336"	"C"
"3337"	"A"
"3338"	"D"
"3339"	"A"
"3340"	"B"
"3341"	"A"
"3342"	"D"
"3343"	"A"
"3344"	"D"
"3345"	"A"
"3346"	"D"
"3347"	"A"
"3348"	"F"
"3349"	"B"
"3350"	"D"
"3351"	"D"
"3352"	"A"
"3353"	"A"
"3354"	"E"
"3355"	"D"
"3356"	"A"
"3357"	"A"
"3358"	"F"
"3359"	"F"
"3360"	"A"
"3361"	"D"
"3362"	"C"
"3363"	"D"
"3364"	"D"
"3365"	"B"
"3366"	"C"
"3367"	"A"
"3368"	"D"
"3369"	"B"
"3370"	"E"
"3371"	"B"
"3372"	"D"
"3373"	"D"
"3374"	"F"
"3375"	"A"
"3376"	"D"
"3377"	"E"
"3378"	"D"
"3379"	"C"
"3380"	"C"
"3381"	"A"
"3382"	"D"
"3383"	"E"
"3384"	"C"
"3385"	"B"
"3386"	"D"
"3387"	"D"
"3388"	"A"
"3389"	"A"
"3390"	"E"
"3391"	"C"
"3392"	"E"
"3393"	"D"
"3394"	"B"
"3395"	"D"
"3396"	"D"
"3397"	"D"
"3398"	"A"
"3399"	"B"
"3400"	"A"
"3401"	"F"
"3402"	"D"
"3403"	"A"
"3404"	"F"
"3405"	"A"
"3406"	"F"
"3407"	"A"
"3408"	"E"
"3409"	"F"
"3410"	"D"
"3411"	"D"
"3412"	"B"
"3413"	"E"
"3414"	"A"
"3415"	"A"
"3416"	"C"
"3417"	"A"
"3418"	"E"
"3419"	"B"
"3420"	"E"
"3421"	"E"
"3422"	"E"
"3423"	"E"
"3424"	"A"
"3425"	"D"
"3426"	"D"
"3427"	"C"
"3428"	"E"
"3429"	"B"
"3430"	"B"
"3431"	"A"
"3432"	"E"
"3433"	"D"
"3434"	"D"
"3435"	"A"
"3436"	"E"
"3437"	"E"
"3438"	"D"
"3439"	"E"
"3440"	"E"
"3441"	"A"
"3442"	"E"
"3443"	"C"
"3444"	"C"
"3445"	"E"
"3446"	"F"
"3447"	"E"
"3448"	"E"
"3449"	"D"
"3450"	"A"
"3451"	"C"
"3452"	"A"
"3453"	"D"
"3454"	"E"
"3455"	"D"
"3456"	"D"
"3457"	"E"
"3458"	"A"
"3459"	"A"
"3460"	"B"
"3461"	"E"
"3462"	"D"
"3463"	"A"
"3464"	"B"
"3465"	"A"
"3466"	"F"
"3467"	"A"
"3468"	"D"
"3469"	"A"
"3470"	"B"
"3471"	"E"
"3472"	"F"
"3473"	"D"
"3474"	"A"
"3475"	"D"
"3476"	"A"
"3477"	"F"
"3478"	"E"
"3479"	"A"
"3480"	"A"
"3481"	"A"
"3482"	"E"
"3483"	"B"
"3484"	"D"
"3485"	"C"
"3486"	"D"
"3487"	"A"
"3488"	"A"
"3489"	"B"
"3490"	"C"
"3491"	"A"
"3492"	"A"
"3493"	"F"
"3494"	"D"
"3495"	"A"
"3496"	"E"
"3497"	"B"
"3498"	"D"
"3499"	"A"
"3500"	"E"
"3501"	"E"
"3502"	"B"
"3503"	"B"
"3504"	"E"
"3505"	"D"
"3506"	"D"
"3507"	"C"
"3508"	"A"
"3509"	"B"
"3510"	"E"
"3511"	"E"
"3512"	"A"
"3513"	"A"
"3514"	"A"
"3515"	"F"
"3516"	"D"
"3517"	"E"
"3518"	"A"
"3519"	"B"
"3520"	"A"
"3521"	"B"
"3522"	"D"
"3523"	"D"
"3524"	"B"
"3525"	"A"
"3526"	"B"
"3527"	"B"
"3528"	"E"
"3529"	"E"
"3530"	"A"
"3531"	"D"
"3532"	"D"
"3533"	"A"
"3534"	"C"
"3535"	"B"
"3536"	"F"
"3537"	"A"
"3538"	"A"
"3539"	"A"
"3540"	"B"
"3541"	"A"
"3542"	"E"
"3543"	"F"
"3544"	"A"
"3545"	"D"
"3546"	"E"
"3547"	"C"
"3548"	"C"
"3549"	"B"
"3550"	"D"
"3551"	"E"
"3552"	"A"
"3553"	"E"
"3554"	"B"
"3555"	"B"
"3556"	"A"
"3557"	"F"
"3558"	"E"
"3559"	"C"
"3560"	"C"
"3561"	"F"
"3562"	"E"
"3563"	"A"
"3564"	"A"
"3565"	"E"
"3566"	"D"
"3567"	"A"
"3568"	"A"
"3569"	"E"
"3570"	"C"
"3571"	"E"
"3572"	"D"
"3573"	"A"
"3574"	"A"
"3575"	"A"
"3576"	"D"
"3577"	"A"
"3578"	"A"
"3579"	"B"
"3580"	"F"
"3581"	"D"
"3582"	"B"
"3583"	"B"
"3584"	"A"
"3585"	"B"
"3586"	"A"
"3587"	"A"
"3588"	"A"
"3589"	"A"
"3590"	"E"
"3591"	"E"
"3592"	"A"
"3593"	"A"
"3594"	"B"
"3595"	"A"
"3596"	"A"
"3597"	"D"
"3598"	"E"
"3599"	"D"
"3600"	"B"
"3601"	"D"
"3602"	"C"
"3603"	"E"
"3604"	"A"
"3605"	"E"
"3606"	"C"
"3607"	"A"
"3608"	"B"
"3609"	"D"
"3610"	"E"
"3611"	"E"
"3612"	"E"
"3613"	"C"
"3614"	"A"
"3615"	"E"
"3616"	"D"
"3617"	"E"
"3618"	"D"
"3619"	"C"
"3620"	"A"
"3621"	"D"
"3622"	"E"
"3623"	"D"
"3624"	"E"
"3625"	"A"
"3626"	"B"
"3627"	"F"
"3628"	"E"
"3629"	"C"
"3630"	"A"
"3631"	"E"
"3632"	"A"
"3633"	"E"
"3634"	"A"
"3635"	"B"
"3636"	"E"
"3637"	"B"
"3638"	"A"
"3639"	"B"
"3640"	"C"
"3641"	"A"
"3642"	"D"
"3643"	"E"
"3644"	"D"
"3645"	"A"
"3646"	"D"
"3647"	"B"
"3648"	"A"
"3649"	"D"
"3650"	"A"
"3651"	"A"
"3652"	"C"
"3653"	"C"
"3654"	"B"
"3655"	"D"
"3656"	"A"
"3657"	"E"
"3658"	"D"
"3659"	"D"
"3660"	"E"
"3661"	"D"
"3662"	"B"
"3663"	"D"
"3664"	"A"
"3665"	"F"
"3666"	"D"
"3667"	"A"
"3668"	"B"
"3669"	"D"
"3670"	"B"
"3671"	"D"
"3672"	"C"
"3673"	"E"
"3674"	"D"
"3675"	"A"
"3676"	"E"
"3677"	"B"
"3678"	"B"
"3679"	"E"
"3680"	"A"
"3681"	"E"
"3682"	"C"
"3683"	"B"
"3684"	"A"
"3685"	"E"
"3686"	"D"
"3687"	"C"
"3688"	"A"
"3689"	"E"
"3690"	"E"
"3691"	"A"
"3692"	"D"
"3693"	"A"
"3694"	"D"
"3695"	"A"
"3696"	"D"
"3697"	"D"
"3698"	"A"
"3699"	"A"
"3700"	"F"
"3701"	"A"
"3702"	"A"
"3703"	"C"
"3704"	"B"
"3705"	"B"
"3706"	"A"
"3707"	"A"
"3708"	"A"
"3709"	"B"
"3710"	"D"
"3711"	"A"
"3712"	"A"
"3713"	"C"
"3714"	"E"
"3715"	"D"
"3716"	"D"
"3717"	"D"
"3718"	"A"
"3719"	"F"
"3720"	"A"
"3721"	"A"
"3722"	"E"
"3723"	"C"
"3724"	"E"
"3725"	"F"
"3726"	"A"
"3727"	"D"
"3728"	"D"
"3729"	"D"
"3730"	"A"
"3731"	"B"
"3732"	"B"
"3733"	"B"
"3734"	"B"
"3735"	"F"
"3736"	"D"
"3737"	"E"
"3738"	"E"
"3739"	"D"
"3740"	"D"
"3741"	"A"
"3742"	"A"
"3743"	"B"
"3744"	"A"
"3745"	"E"
"3746"	"E"
"3747"	"C"
"3748"	"D"
"3749"	"B"
"3750"	"B"
"3751"	"E"
"3752"	"F"
"3753"	"B"
"3754"	"A"
"3755"	"A"
"3756"	"A"
"3757"	"A"
"3758"	"E"
"3759"	"B"
"3760"	"E"
"3761"	"B"
"3762"	"D"
"3763"	"F"
"3764"	"D"
"3765"	"B"
"3766"	"A"
"3767"	"A"
"3768"	"B"
"3769"	"B"
"3770"	"B"
"3771"	"D"
"3772"	"B"
"3773"	"D"
"3774"	"D"
"3775"	"A"
"3776"	"E"
"3777"	"A"
"3778"	"B"
"3779"	"C"
"3780"	"A"
"3781"	"A"
"3782"	"E"
"3783"	"A"
"3784"	"A"
"3785"	"A"
"3786"	"A"
"3787"	"B"
"3788"	"A"
"3789"	"A"
"3790"	"A"
"3791"	"C"
"3792"	"E"
"3793"	"E"
"3794"	"D"
"3795"	"A"
"3796"	"D"
"3797"	"D"
"3798"	"E"
"3799"	"E"
"3800"	"B"
"3801"	"E"
"3802"	"E"
"3803"	"D"
"3804"	"C"
"3805"	"A"
"3806"	"E"
"3807"	"E"
"3808"	"D"
"3809"	"D"
"3810"	"D"
"3811"	"D"
"3812"	"F"
"3813"	"A"
"3814"	"F"
"3815"	"F"
"3816"	"C"
"3817"	"B"
"3818"	"E"
"3819"	"E"
"3820"	"E"
"3821"	"A"
"3822"	"D"
"3823"	"A"
"3824"	"E"
"3825"	"E"
"3826"	"D"
"3827"	"C"
"3828"	"A"
"3829"	"F"
"3830"	"C"
"3831"	"C"
"3832"	"A"
"3833"	"B"
"3834"	"A"
"3835"	"A"
"3836"	"A"
"3837"	"D"
"3838"	"A"
"3839"	"E"
"3840"	"B"
"3841"	"D"
"3842"	"E"
"3843"	"C"
"3844"	"A"
"3845"	"F"
"3846"	"A"
"3847"	"D"
"3848"	"E"
"3849"	"A"
"3850"	"D"
"3851"	"E"
"3852"	"C"
"3853"	"A"
"3854"	"A"
"3855"	"F"
"3856"	"F"
"3857"	"D"
"3858"	"A"
"3859"	"A"
"3860"	"F"
"3861"	"B"
"3862"	"D"
"3863"	"A"
"3864"	"A"
"3865"	"C"
"3866"	"B"
"3867"	"C"
"3868"	"E"
"3869"	"D"
"3870"	"D"
"3871"	"B"
"3872"	"D"
"3873"	"D"
"3874"	"E"
"3875"	"C"
"3876"	"A"
"3877"	"D"
"3878"	"A"
"3879"	"D"
"3880"	"E"
"3881"	"A"
"3882"	"A"
"3883"	"B"
"3884"	"E"
"3885"	"D"
"3886"	"A"
"3887"	"A"
"3888"	"A"
"3889"	"E"
"3890"	"A"
"3891"	"E"
"3892"	"A"
"3893"	"A"
"3894"	"C"
"3895"	"A"
"3896"	"A"
"3897"	"A"
"3898"	"A"
"3899"	"D"
"3900"	"B"
"3901"	"A"
"3902"	"E"
"3903"	"A"
"3904"	"A"
"3905"	"B"
"3906"	"A"
"3907"	"D"
"3908"	"D"
"3909"	"C"
"3910"	"A"
"3911"	"D"
"3912"	"A"
"3913"	"A"
"3914"	"B"
"3915"	"A"
"3916"	"B"
"3917"	"B"
"3918"	"C"
"3919"	"D"
"3920"	"E"
"3921"	"A"
"3922"	"C"
"3923"	"C"
"3924"	"C"
"3925"	"D"
"3926"	"D"
"3927"	"C"
"3928"	"A"
"3929"	"D"
"3930"	"A"
"3931"	"C"
"3932"	"B"
"3933"	"B"
"3934"	"A"
"3935"	"E"
"3936"	"E"
"3937"	"F"
"3938"	"D"
"3939"	"E"
"3940"	"A"
"3941"	"D"
"3942"	"A"
"3943"	"B"
"3944"	"E"
"3945"	"A"
"3946"	"D"
"3947"	"D"
"3948"	"C"
"3949"	"E"
"3950"	"E"
"3951"	"C"
"3952"	"A"
"3953"	"C"
"3954"	"E"
"3955"	"D"
"3956"	"B"
"3957"	"C"
"3958"	"D"
"3959"	"A"
"3960"	"A"
"3961"	"D"
"3962"	"E"
"3963"	"B"
"3964"	"E"
"3965"	"A"
"3966"	"E"
"3967"	"A"
"3968"	"A"
"3969"	"B"
"3970"	"A"
"3971"	"A"
"3972"	"A"
"3973"	"A"
"3974"	"E"
"3975"	"C"
"3976"	"B"
"3977"	"D"
"3978"	"A"
"3979"	"A"
"3980"	"A"
"3981"	"E"
"3982"	"C"
"3983"	"B"
"3984"	"B"
"3985"	"B"
"3986"	"B"
"3987"	"D"
"3988"	"A"
"3989"	"A"
"3990"	"E"
"3991"	"F"
"3992"	"E"
"3993"	"A"
"3994"	"B"
"3995"	"D"
"3996"	"D"
"3997"	"A"
"3998"	"E"
"3999"	"D"
"4000"	"A"
"4001"	"B"
"4002"	"D"
"4003"	"E"
"4004"	"C"
"4005"	"B"
"4006"	"C"
"4007"	"A"
"4008"	"D"
"4009"	"D"
"4010"	"D"
"4011"	"A"
"4012"	"D"
"4013"	"C"
"4014"	"C"
"4015"	"F"
"4016"	"A"
"4017"	"D"
"4018"	"A"
"4019"	"D"
"4020"	"A"
"4021"	"E"
"4022"	"A"
"4023"	"B"
"4024"	"B"
"4025"	"D"
"4026"	"D"
"4027"	"D"
"4028"	"A"
"4029"	"A"
"4030"	"D"
"4031"	"D"
"4032"	"D"
"4033"	"C"
"4034"	"D"
"4035"	"D"
"4036"	"E"
"4037"	"A"
"4038"	"F"
"4039"	"B"
"4040"	"B"
"4041"	"A"
"4042"	"D"
"4043"	"A"
"4044"	"D"
"4045"	"B"
"4046"	"C"
"4047"	"A"
"4048"	"E"
"4049"	"E"
"4050"	"E"
"4051"	"B"
"4052"	"A"
"4053"	"E"
"4054"	"D"
"4055"	"A"
"4056"	"E"
"4057"	"D"
"4058"	"C"
"4059"	"C"
"4060"	"A"
"4061"	"A"
"4062"	"D"
"4063"	"A"
"4064"	"D"
"4065"	"C"
"4066"	"D"
"4067"	"A"
"4068"	"D"
"4069"	"D"
"4070"	"D"
"4071"	"A"
"4072"	"E"
"4073"	"D"
"4074"	"D"
"4075"	"E"
"4076"	"A"
"4077"	"B"
"4078"	"E"
"4079"	"A"
"4080"	"A"
"4081"	"E"
"4082"	"A"
"4083"	"D"
"4084"	"D"
"4085"	"A"
"4086"	"C"
"4087"	"C"
"4088"	"F"
"4089"	"C"
"4090"	"D"
"4091"	"A"
"4092"	"D"
"4093"	"C"
"4094"	"C"
"4095"	"B"
"4096"	"E"
"4097"	"C"
"4098"	"B"
"4099"	"A"
"4100"	"D"
"4101"	"B"
"4102"	"A"
"4103"	"E"
"4104"	"F"
"4105"	"E"
"4106"	"A"
"4107"	"D"
"4108"	"E"
"4109"	"D"
"4110"	"A"
"4111"	"E"
"4112"	"A"
"4113"	"E"
"4114"	"C"
"4115"	"E"
"4116"	"A"
"4117"	"A"
"4118"	"E"
"4119"	"A"
"4120"	"E"
"4121"	"E"
"4122"	"E"
"4123"	"E"
"4124"	"A"
"4125"	"D"
"4126"	"B"
"4127"	"E"
"4128"	"A"
"4129"	"E"
"4130"	"A"
"4131"	"D"
"4132"	"D"
"4133"	"A"
"4134"	"A"
"4135"	"F"
"4136"	"A"
"4137"	"E"
"4138"	"A"
"4139"	"E"
"4140"	"A"
"4141"	"A"
"4142"	"B"
"4143"	"C"
"4144"	"E"
"4145"	"A"
"4146"	"D"
"4147"	"A"
"4148"	"C"
"4149"	"E"
"4150"	"C"
"4151"	"A"
"4152"	"D"
"4153"	"C"
"4154"	"B"
"4155"	"A"
"4156"	"D"
"4157"	"A"
"4158"	"F"
"4159"	"B"
"4160"	"E"
"4161"	"D"
"4162"	"B"
"4163"	"A"
"4164"	"A"
"4165"	"A"
"4166"	"D"
"4167"	"B"
"4168"	"E"
"4169"	"D"
"4170"	"B"
"4171"	"E"
"4172"	"A"
"4173"	"D"
"4174"	"D"
"4175"	"B"
"4176"	"F"
"4177"	"A"
"4178"	"E"
"4179"	"A"
"4180"	"E"
"4181"	"A"
"4182"	"B"
"4183"	"A"
"4184"	"D"
"4185"	"B"
"4186"	"B"
"4187"	"D"
"4188"	"D"
"4189"	"E"
"4190"	"B"
"4191"	"A"
"4192"	"A"
"4193"	"B"
"4194"	"E"
"4195"	"F"
"4196"	"E"
"4197"	"B"
"4198"	"E"
"4199"	"B"
"4200"	"E"
"4201"	"E"
"4202"	"F"
"4203"	"E"
"4204"	"A"
"4205"	"A"
"4206"	"D"
"4207"	"B"
"4208"	"B"
"4209"	"B"
"4210"	"A"
"4211"	"E"
"4212"	"A"
"4213"	"C"
"4214"	"A"
"4215"	"E"
"4216"	"E"
"4217"	"D"
"4218"	"A"
"4219"	"E"
"4220"	"D"
"4221"	"B"
"4222"	"C"
"4223"	"B"
"4224"	"A"
"4225"	"A"
"4226"	"B"
"4227"	"A"
"4228"	"B"
"4229"	"A"
"4230"	"A"
"4231"	"A"
"4232"	"B"
"4233"	"B"
"4234"	"B"
"4235"	"F"
"4236"	"A"
"4237"	"C"
"4238"	"A"
"4239"	"A"
"4240"	"D"
"4241"	"A"
"4242"	"E"
"4243"	"C"
"4244"	"B"
"4245"	"B"
"4246"	"F"
"4247"	"C"
"4248"	"B"
"4249"	"A"
"4250"	"E"
"4251"	"C"
"4252"	"C"
"4253"	"D"
"4254"	"B"
"4255"	"C"
"4256"	"E"
"4257"	"E"
"4258"	"B"
"4259"	"A"
"4260"	"B"
"4261"	"A"
"4262"	"A"
"4263"	"A"
"4264"	"B"
"4265"	"E"
"4266"	"C"
"4267"	"A"
"4268"	"E"
"4269"	"E"
"4270"	"B"
"4271"	"E"
"4272"	"E"
"4273"	"D"
"4274"	"D"
"4275"	"A"
"4276"	"E"
"4277"	"D"
"4278"	"C"
"4279"	"D"
"4280"	"D"
"4281"	"E"
"4282"	"C"
"4283"	"D"
"4284"	"D"
"4285"	"D"
"4286"	"D"
"4287"	"B"
"4288"	"C"
"4289"	"A"
"4290"	"B"
"4291"	"E"
"4292"	"C"
"4293"	"A"
"4294"	"F"
"4295"	"E"
"4296"	"E"
"4297"	"B"
"4298"	"F"
"4299"	"A"
"4300"	"C"
"4301"	"D"
"4302"	"E"
"4303"	"B"
"4304"	"E"
"4305"	"A"
"4306"	"F"
"4307"	"A"
"4308"	"E"
"4309"	"A"
"4310"	"E"
"4311"	"F"
"4312"	"A"
"4313"	"F"
"4314"	"A"
"4315"	"A"
"4316"	"A"
"4317"	"B"
"4318"	"A"
"4319"	"D"
"4320"	"F"
"4321"	"D"
"4322"	"F"
"4323"	"D"
"4324"	"B"
"4325"	"C"
"4326"	"B"
"4327"	"E"
"4328"	"D"
"4329"	"E"
"4330"	"A"
"4331"	"D"
"4332"	"D"
"4333"	"D"
"4334"	"D"
"4335"	"C"
"4336"	"E"
"4337"	"D"
"4338"	"A"
"4339"	"D"
"4340"	"A"
"4341"	"A"
"4342"	"A"
"4343"	"F"
"4344"	"E"
"4345"	"F"
"4346"	"B"
"4347"	"D"
"4348"	"E"
"4349"	"B"
"4350"	"E"
"4351"	"C"
"4352"	"B"
"4353"	"B"
"4354"	"F"
"4355"	"D"
"4356"	"A"
"4357"	"A"
"4358"	"D"
"4359"	"A"
"4360"	"A"
"4361"	"D"
"4362"	"A"
"4363"	"A"
"4364"	"E"
"4365"	"B"
"4366"	"D"
"4367"	"C"
"4368"	"A"
"4369"	"D"
"4370"	"D"
"4371"	"A"
"4372"	"C"
"4373"	"B"
"4374"	"A"
"4375"	"A"
"4376"	"C"
"4377"	"E"
"4378"	"E"
"4379"	"E"
"4380"	"A"
"4381"	"B"
"4382"	"D"
"4383"	"B"
"4384"	"C"
"4385"	"A"
"4386"	"F"
"4387"	"A"
"4388"	"C"
"4389"	"D"
"4390"	"A"
"4391"	"C"
"4392"	"E"
"4393"	"E"
"4394"	"C"
"4395"	"E"
"4396"	"E"
"4397"	"C"
"4398"	"E"
"4399"	"D"
"4400"	"F"
"4401"	"D"
"4402"	"A"
"4403"	"F"
"4404"	"E"
"4405"	"A"
"4406"	"D"
"4407"	"B"
"4408"	"A"
"4409"	"B"
"4410"	"C"
"4411"	"A"
"4412"	"A"
"4413"	"D"
"4414"	"A"
"4415"	"E"
"4416"	"A"
"4417"	"D"
"4418"	"E"
"4419"	"F"
"4420"	"D"
"4421"	"F"
"4422"	"A"
"4423"	"D"
"4424"	"A"
"4425"	"A"
"4426"	"C"
"4427"	"D"
"4428"	"A"
"4429"	"D"
"4430"	"B"
"4431"	"A"
"4432"	"A"
"4433"	"B"
"4434"	"D"
"4435"	"E"
"4436"	"D"
"4437"	"B"
"4438"	"A"
"4439"	"D"
"4440"	"A"
"4441"	"E"
"4442"	"D"
"4443"	"D"
"4444"	"C"
"4445"	"C"
"4446"	"D"
"4447"	"D"
"4448"	"D"
"4449"	"F"
"4450"	"A"
"4451"	"E"
"4452"	"D"
"4453"	"D"
"4454"	"B"
"4455"	"E"
"4456"	"A"
"4457"	"D"
"4458"	"B"
"4459"	"B"
"4460"	"D"
"4461"	"A"
"4462"	"A"
"4463"	"A"
"4464"	"B"
"4465"	"C"
"4466"	"A"
"4467"	"C"
"4468"	"E"
"4469"	"E"
"4470"	"E"
"4471"	"D"
"4472"	"A"
"4473"	"E"
"4474"	"A"
"4475"	"A"
"4476"	"A"
"4477"	"E"
"4478"	"C"
"4479"	"E"
"4480"	"A"
"4481"	"F"
"4482"	"B"
"4483"	"E"
"4484"	"A"
"4485"	"A"
"4486"	"D"
"4487"	"A"
"4488"	"C"
"4489"	"A"
"4490"	"E"
"4491"	"A"
"4492"	"A"
"4493"	"F"
"4494"	"D"
"4495"	"B"
"4496"	"A"
"4497"	"D"
"4498"	"D"
"4499"	"E"
"4500"	"B"
"4501"	"A"
"4502"	"A"
"4503"	"B"
"4504"	"B"
"4505"	"D"
"4506"	"A"
"4507"	"C"
"4508"	"A"
"4509"	"E"
"4510"	"A"
"4511"	"E"
"4512"	"E"
"4513"	"A"
"4514"	"B"
"4515"	"D"
"4516"	"B"
"4517"	"D"
"4518"	"B"
"4519"	"A"
"4520"	"A"
"4521"	"A"
"4522"	"A"
"4523"	"D"
"4524"	"D"
"4525"	"A"
"4526"	"A"
"4527"	"B"
"4528"	"A"
"4529"	"B"
"4530"	"A"
"4531"	"A"
"4532"	"B"
"4533"	"A"
"4534"	"A"
"4535"	"E"
"4536"	"A"
"4537"	"E"
"4538"	"A"
"4539"	"E"
"4540"	"D"
"4541"	"E"
"4542"	"B"
"4543"	"A"
"4544"	"C"
"4545"	"B"
"4546"	"A"
"4547"	"E"
"4548"	"A"
"4549"	"F"
"4550"	"D"
"4551"	"B"
"4552"	"E"
"4553"	"D"
"4554"	"A"
"4555"	"A"
"4556"	"A"
"4557"	"C"
"4558"	"A"
"4559"	"B"
"4560"	"C"
"4561"	"E"
"4562"	"A"
"4563"	"A"
"4564"	"C"
"4565"	"D"
"4566"	"B"
"4567"	"B"
"4568"	"B"
"4569"	"E"
"4570"	"B"
"4571"	"A"
"4572"	"B"
"4573"	"C"
"4574"	"A"
"4575"	"A"
"4576"	"A"
"4577"	"D"
"4578"	"B"
"4579"	"E"
"4580"	"B"
"4581"	"D"
"4582"	"B"
"4583"	"B"
"4584"	"F"
"4585"	"C"
"4586"	"C"
"4587"	"D"
"4588"	"E"
"4589"	"B"
"4590"	"E"
"4591"	"D"
"4592"	"D"
"4593"	"A"
"4594"	"A"
"4595"	"B"
"4596"	"C"
"4597"	"B"
"4598"	"D"
"4599"	"E"
"4600"	"A"
"4601"	"B"
"4602"	"D"
"4603"	"A"
"4604"	"A"
"4605"	"E"
"4606"	"C"
"4607"	"A"
"4608"	"B"
"4609"	"E"
"4610"	"D"
"4611"	"E"
"4612"	"A"
"4613"	"F"
"4614"	"A"
"4615"	"E"
"4616"	"B"
"4617"	"E"
"4618"	"A"
"4619"	"A"
"4620"	"B"
"4621"	"B"
"4622"	"C"
"4623"	"E"
"4624"	"E"
"4625"	"A"
"4626"	"A"
"4627"	"D"
"4628"	"F"
"4629"	"A"
"4630"	"D"
"4631"	"E"
"4632"	"E"
"4633"	"A"
"4634"	"B"
"4635"	"B"
"4636"	"E"
"4637"	"E"
"4638"	"D"
"4639"	"D"
"4640"	"E"
"4641"	"D"
"4642"	"E"
"4643"	"F"
"4644"	"A"
"4645"	"E"
"4646"	"C"
"4647"	"A"
"4648"	"A"
"4649"	"B"
"4650"	"A"
"4651"	"E"
"4652"	"E"
"4653"	"F"
"4654"	"B"
"4655"	"D"
"4656"	"E"
"4657"	"E"
"4658"	"B"
"4659"	"A"
"4660"	"B"
"4661"	"D"
"4662"	"E"
"4663"	"A"
"4664"	"A"
"4665"	"E"
"4666"	"E"
"4667"	"A"
"4668"	"D"
"4669"	"E"
"4670"	"E"
"4671"	"E"
"4672"	"C"
"4673"	"E"
"4674"	"A"
"4675"	"B"
"4676"	"A"
"4677"	"D"
"4678"	"C"
"4679"	"A"
"4680"	"F"
"4681"	"A"
"4682"	"D"
"4683"	"B"
"4684"	"A"
"4685"	"D"
"4686"	"A"
"4687"	"B"
"4688"	"F"
"4689"	"D"
"4690"	"A"
"4691"	"A"
"4692"	"A"
"4693"	"A"
"4694"	"F"
"4695"	"B"
"4696"	"D"
"4697"	"D"
"4698"	"B"
"4699"	"D"
"4700"	"D"
"4701"	"A"
"4702"	"A"
"4703"	"D"
"4704"	"E"
"4705"	"A"
"4706"	"F"
"4707"	"A"
"4708"	"B"
"4709"	"D"
"4710"	"A"
"4711"	"E"
"4712"	"E"
"4713"	"B"
"4714"	"A"
"4715"	"D"
"4716"	"B"
"4717"	"B"
"4718"	"D"
"4719"	"C"
"4720"	"A"
"4721"	"E"
"4722"	"E"
"4723"	"D"
"4724"	"B"
"4725"	"D"
"4726"	"A"
"4727"	"F"
"4728"	"A"
"4729"	"D"
"4730"	"A"
"4731"	"D"
"4732"	"E"
"4733"	"E"
"4734"	"E"
"4735"	"B"
"4736"	"A"
"4737"	"A"
"4738"	"B"
"4739"	"E"
"4740"	"F"
"4741"	"F"
"4742"	"D"
"4743"	"D"
"4744"	"E"
"4745"	"D"
"4746"	"C"
"4747"	"E"
"4748"	"A"
"4749"	"B"
"4750"	"B"
"4751"	"E"
"4752"	"E"
"4753"	"A"
"4754"	"A"
"4755"	"A"
"4756"	"D"
"4757"	"C"
"4758"	"A"
"4759"	"E"
"4760"	"E"
"4761"	"A"
"4762"	"A"
"4763"	"A"
"4764"	"C"
"4765"	"E"
"4766"	"C"
"4767"	"B"
"4768"	"D"
"4769"	"D"
"4770"	"E"
"4771"	"B"
"4772"	"A"
"4773"	"C"
